symbol, buzz, bullish%, current_price, target_mean, target_diff_from_cur, target_diff_hilow, possible_downside, 30dayPositiveChange, 60dayPositiveChange, CurrentStrongBuy, CurrentStrongSell, CurrentPercentPositive
0,2020-07-08 00:10:00.148742,IBMJ, -1, -1, 25.86, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:10:05.526361,IBMK, -1, -1, 26.48, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:10:10.980456,IBML, -1, -1, 26.24, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:10:16.267261,IBMM, -1, -1, 27.0, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:10:21.607021,IBMN, -1, -1, 27.88, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:10:26.935754,IBMO, -1, -1, 26.68, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:10:32.332574,IBMP, -1, -1, 26.86, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:10:37.575896,IBMQ, -1, -1, 27.13, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:10:43.222355,IBN, -1, -1, 9.91, 13.2, 3.29, 1.4, 2.59, -1, -1, 2, 0, 67.0
0,2020-07-08 00:10:48.437368,IBND, -1, -1, 34.05, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:10:53.699991,IBOC, -1, -1, 29.33, 22.0, -7.33, 0.0, -7.33, None, None, -1, -1, -1
0,2020-07-08 00:10:58.472886,IBP, -1, -1, 68.19, 53.0, -15.19, 45.0, -26.19, 3, 4, 3, 0, 83.0
0,2020-07-08 00:11:03.845383,IBTA, -1, -1, 25.355, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:11:09.279035,IBTB, -1, -1, 25.59, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:11:14.568824,IBTD, -1, -1, 25.74, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:11:19.924747,IBTE, -1, -1, 25.99, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:11:25.113387,IBTF, -1, -1, 26.17, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:11:30.457793,IBTG, -1, -1, 26.25, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:11:35.631935,IBTH, -1, -1, 26.375, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:11:40.824002,IBTI, -1, -1, 26.55, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:11:46.002104,IBTJ, -1, -1, 26.64, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:11:51.387004,IBTX, 1.0, 0, 38.2, 35.17, -3.03, 16.0, -9.2, 3, 3, 3, 0, 86.0
0,2020-07-08 00:11:57.069407,IBUY, -1, -1, 75.48, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:12:02.388574,ICAD, 1.25, 1, 9.02, 14.4, 5.38, 4.0, 2.98, -3, -2, 2, 0, 88.0
0,2020-07-08 00:12:07.772540,ICBK, 1.0, 0, 20.45, 20.67, 0.22, 6.0, -3.45, -1, -1, 3, 0, 78.0
0,2020-07-08 00:12:13.185679,ICCC, -1, -1, 5.49, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:12:18.491086,ICCH, -1, -1, 11.135, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:12:23.225876,ICD, -1, -1, 2.86, 2.1, -0.76, -1.0, -1.0, 7, 4, 2, 0, 85.0
0,2020-07-08 00:12:28.945853,ICE, 0.9411, 1, 92.57, 101.94, 9.37, 20.0, 3.43, -6, -6, 4, 0, 78.0
0,2020-07-08 00:12:34.201737,ICF, -1, -1, 101.3, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:12:39.525480,ICFI, 1.0, 0, 61.96, 91.4, 29.44, 37.0, 6.04, 0, 0, 4, 0, 69.0
0,2020-07-08 00:12:44.264089,ICHR, -1, -1, 26.73, 33.0, 6.27, 20.0, -6.73, 0, -1, 3, 0, 91.0
0,2020-07-08 00:12:49.452202,ICL, 1.0, 0, 3.16, 4.6, 1.44, 3.5, 0.34, 0, 0, 1, 1, 8.0
0,2020-07-08 00:12:54.650877,ICLK, 1.0, 1, 5.33, 7.74, 2.41, 1.0, 1.67, -3, -3, 2, 0, 86.0
0,2020-07-08 00:13:00.252942,ICLN, -1, -1, 13.31, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:13:05.497587,ICLR, -1, -1, 171.88, 163.93, -7.95, 46.0, -36.88, 1, 1, 7, 0, 71.0
0,2020-07-08 00:13:10.771643,ICMB, -1, -1, 3.48, 6.5, 3.02, 0.0, 3.02, 0, 0, 2, 0, 75.0
0,2020-07-08 00:13:16.015634,ICOL, -1, -1, 8.68, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:13:21.214036,ICON, -1, -1, 0.752, 4.0, 3.25, 0.0, 3.25, -6, -6, 0, 2, 0.0
0,2020-07-08 00:13:26.463608,ICOW, -1, -1, 22.4405, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:13:31.644914,ICPT, 0.2424, 0, 45.37, 151.45, 106.08, 168.0, 43.63, -8, -7, 5, 0, 57.99999999999999
0,2020-07-08 00:13:36.909401,ICSH, -1, -1, 50.53, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:13:42.240906,ICUI, -1, -1, 187.29, 217.0, 29.71, 24.0, 18.71, 0, 1, 3, 0, 64.0
0,2020-07-08 00:13:47.507269,ICVT, -1, -1, 73.28, 290.0, 216.72, 20.0, 206.72, 1, 1, 3, 0, 64.0
0,2020-07-08 00:13:52.252365,IDA, -1, -1, 88.5, 99.75, 11.25, 8.0, 7.5, -4, 0, 0, 1, 0.0
0,2020-07-08 00:13:57.505188,IDCC, 1.0, 0, 57.21, -1, -1, -1.0, -1.0, -3, -3, 3, 0, 70.0
0,2020-07-08 00:14:02.828868,IDE, -1, -1, 8.8, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:14:08.043425,IDEV, -1, -1, 51.9, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:14:13.188657,IDEX, 1.5841, 0, 1.26, 1.38, 0.12, 0.0, 0.12, None, None, -1, -1, -1
0,2020-07-08 00:14:18.410120,IDHD, -1, -1, 22.99, 5.32, -17.67, 1.23, -18.44, 0, 0, 3, 0, 55.00000000000001
0,2020-07-08 00:14:23.661631,IDHQ, -1, -1, 24.9123, 5.32, -19.59, 1.23, -20.36, 0, 0, 3, 0, 55.00000000000001
0,2020-07-08 00:14:28.475085,IDIV, -1, -1, 9.6405, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:14:33.224514,IDLB, -1, -1, 25.085, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:14:37.961225,IDLV, -1, -1, 27.72, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:14:43.173764,IDMO, -1, -1, 28.2963, 0.24, -28.06, 0.23, -28.18, 0, -1, 2, 0, 89.0
0,2020-07-08 00:14:47.849446,IDN, -1, -1, 7.89, 11.0, 3.11, 2.0, 2.11, 1, 1, 2, 0, 86.0
0,2020-07-08 00:14:52.600268,IDNA, -1, -1, 39.0, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:14:57.385249,IDOG, -1, -1, 22.5, 2.97, -19.53, 0.0, -19.53, None, None, -1, -1, -1
0,2020-07-08 00:15:02.785970,IDRA, -1, -1, 1.75, 7.6, 5.85, 5.0, 3.25, 1, 1, 4, 0, 92.0
0,2020-07-08 00:15:07.519175,IDRV, -1, -1, 29.16, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:15:13.111484,IDT, -1, -1, 6.27, 18.0, 11.73, 0.0, 11.73, None, None, -1, -1, -1
0,2020-07-08 00:15:18.320832,IDU, -1, -1, 141.22, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:15:24.170699,IDV, -1, -1, 25.48, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:15:29.403286,IDX, -1, -1, 16.935, 3.13, -13.8, 0.13, -13.86, 0, 4, 1, 0, 75.0
0,2020-07-08 00:15:34.141708,IDXG, 0.0, 0, 5.53, 13.64, 8.11, 10.75, 3.72, -4, -4, 2, 0, 86.0
0,2020-07-08 00:15:38.966296,IDXX, 1.0, 0, 337.3, 284.0, -53.3, 50.0, -87.3, 1, 1, 6, 0, 69.0
0,2020-07-08 00:15:44.351421,IDY, -1, -1, 22.304, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:15:49.598059,IDYA, -1, -1, 13.52, 17.5, 3.98, 18.0, -1.52, 1, 1, 6, 0, 83.0
0,2020-07-08 00:15:54.378664,IEA, -1, -1, 3.7, 3.0, -0.7, 0.0, -0.7, 4, 4, 1, 0, 80.0
0,2020-07-08 00:15:59.909963,IEAWW, -1, -1, 0.1401, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:16:05.369469,IEC, -1, -1, 8.83, 11.5, 2.67, 0.0, 2.67, 1, 0, 1, 0, 83.0
0,2020-07-08 00:16:10.599705,IECS, -1, -1, 26.85, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:16:15.336889,IEDI, -1, -1, 32.4407, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:16:20.168913,IEF, -1, -1, 121.93, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:16:25.423069,IEFA, -1, -1, 58.17, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:16:30.596334,IEFN, -1, -1, 19.7, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:16:35.853881,IEHS, -1, -1, 31.2299, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:16:40.613830,IEI, -1, -1, 133.59, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:16:46.261810,IEIH, -1, -1, 30.62, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:16:50.992140,IEME, -1, -1, 24.9453, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:16:56.186486,IEMG, -1, -1, 50.53, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:17:00.923601,IEO, -1, -1, 32.26, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:17:05.683375,IEP, -1, -1, 48.1, 70.0, 21.9, 0.0, 21.9, -3, -3, 1, 1, 11.0
0,2020-07-08 00:17:11.572822,IESC, 1.0, 0, 20.97, 6.5, -14.47, 0.0, -14.47, None, None, -1, -1, -1
0,2020-07-08 00:17:17.131202,IETC, -1, -1, 39.34, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:17:22.454711,IEUR, -1, -1, 43.47, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:17:27.735012,IEUS, -1, -1, 48.0, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:17:32.910832,IEV, -1, -1, 41.21, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:17:37.642049,IEX, 1.0, 0, 158.33, 159.75, 1.42, 66.0, -46.33, -5, -3, 3, 0, 28.999999999999996
0,2020-07-08 00:17:42.797453,IEZ, -1, -1, 8.45, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:17:48.117233,IFEU, -1, -1, 32.96, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:17:53.343567,IFF, 0.923, 0, 127.05, 127.42, 0.37, 53.0, -26.05, 0, 0, 3, 0, 40.0
0,2020-07-08 00:17:58.573777,IFFT, -1, -1, 45.7, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:18:04.019332,IFGL, -1, -1, 23.61, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:18:08.800303,IFMK, -1, -1, 1.1, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:18:14.115975,IFN, -1, -1, 16.24, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:18:19.397648,IFRA, -1, -1, 23.35, 0.35, -23.0, 0.0, -23.0, None, None, -1, -1, -1
0,2020-07-08 00:18:24.746781,IFRX, -1, -1, 5.12, 5.3, 0.18, 7.15, -2.06, 8, 8, 3, 0, 89.0
0,2020-07-08 00:18:29.457448,IFS, -1, -1, 28.22, 33.0, 4.78, 0.0, 4.78, 0, 0, 2, 0, 83.0
0,2020-07-08 00:18:34.587782,IFV, -1, -1, 17.805, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:18:39.708616,IG, -1, -1, 26.94, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:18:44.287167,IGA, -1, -1, 8.19, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:18:49.399701,IGBH, -1, -1, 22.86, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:18:53.979900,IGC, -1, -1, 0.5551, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:18:59.171669,IGD, -1, -1, 4.85, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:19:04.220059,IGE, -1, -1, 21.3, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:19:09.302971,IGEB, -1, -1, 54.57, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:19:13.876700,IGF, -1, -1, 38.5, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:19:18.951248,IGHG, -1, -1, 71.43, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:19:24.034223,IGI, -1, -1, 21.41, -1, -1, -1.0, -1.0, 0, 0, 0, 1, 0.0
0,2020-07-08 00:19:28.621935,IGIB, -1, -1, 60.5, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:19:33.659979,IGIC, 1.0, 0, 6.3, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:19:38.758160,IGICW, -1, -1, 0.385, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:19:43.314200,IGLB, -1, -1, 70.98, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:19:47.845968,IGM, -1, -1, 287.27, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:19:52.433723,IGMS, -1, -1, 70.68, 61.33, -9.35, 26.0, -21.68, 1, 1, 6, 0, 91.0
0,2020-07-08 00:19:57.443757,IGN, -1, -1, 48.62, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:20:02.500385,IGOV, -1, -1, 51.25, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:20:07.590137,IGR, -1, -1, 5.99, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:20:12.633661,IGRO, -1, -1, 52.01, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:20:17.190403,IGSB, -1, -1, 54.69, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:20:22.276620,IGT, 0.7856, 1, 9.93, 13.24, 3.31, 12.0, -2.93, -3, -4, 3, 0, 70.0
0,2020-07-08 00:20:26.865374,IGV, -1, -1, 291.25, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:20:31.933514,IHAK, -1, -1, 31.84, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:20:37.083679,IHC, -1, -1, 27.93, 17.5, -10.43, 0.0, -10.43, None, None, -1, -1, -1
0,2020-07-08 00:20:42.182648,IHD, -1, -1, 6.33, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:20:46.966092,IHDG, -1, -1, 35.65, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:20:51.556657,IHE, -1, -1, 155.79, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:20:56.617445,IHF, -1, -1, 194.59, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:21:01.220534,IHG, -1, -1, 47.31, 53.0, 5.69, 0.0, 5.69, 0, 0, 2, 0, 50.0
0,2020-07-08 00:21:06.278283,IHI, -1, -1, 269.1, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:21:11.348242,IHIT, -1, -1, 7.82, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:21:15.900442,IHRT, 0.6666, 0, 7.1, 11.44, 4.34, 10.0, -0.1, 0, 0, 6, 0, 81.0
0,2020-07-08 00:21:20.498028,IHT, 1.0, 1, 0.9299, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:21:25.681644,IHTA, -1, -1, 7.39, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:21:30.267248,IHY, -1, -1, 23.73, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:21:35.353556,IID, -1, -1, 4.15, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:21:40.457594,IIF, -1, -1, 17.12, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:21:45.501016,IIGD, -1, -1, 27.42, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:21:50.634425,IIGV, -1, -1, 27.99, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:21:55.249421,III, 0.5714, 0, 2.02, 5.63, 3.61, 0.75, 3.23, 3, 3, 3, 0, 88.0
0,2020-07-08 00:22:00.260572,IIIN, 1.0, 1, 18.8, 19.0, 0.2, 0.0, 0.2, 0, 6, 3, 0, 67.0
0,2020-07-08 00:22:05.348294,IIIV, 1.0, 0, 28.46, 27.33, -1.13, 22.0, -10.46, -3, -2, 2, 0, 89.0
0,2020-07-08 00:22:09.981333,IIM, -1, -1, 14.53, -1, -1, -1.0, -1.0, 0, 0, 0, 1, 0.0
0,2020-07-08 00:22:15.481702,IIN, -1, -1, 12.75, 26.5, 13.75, 3.0, 12.25, -2, -2, 2, 0, 80.0
0,2020-07-08 00:22:20.665532,IIPR, 0.75, 1, 91.75, 100.1, 8.35, 81.5, -22.25, -1, 0, 4, 0, 88.0
0,2020-07-08 00:22:25.725429,IIPR-A, -1, -1, None, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:22:30.309719,IIVI, 0.6285, 1, 44.44, 37.89, -6.55, 34.0, -18.44, -6, -5, 2, 0, 82.0
0,2020-07-08 00:22:35.319002,IJAN, -1, -1, 23.575, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:22:40.349025,IJH, -1, -1, 175.79, 48.72, -127.07, 19.5, -134.29, -4, -4, 1, 0, 78.0
0,2020-07-08 00:22:45.408538,IJJ, -1, -1, 130.4, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:22:50.477897,IJK, -1, -1, 223.19, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:22:55.558671,IJR, -1, -1, 66.95, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:23:00.716873,IJS, -1, -1, 117.33, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:23:05.288316,IJT, -1, -1, 167.58, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:23:10.340835,IJUL, -1, -1, 22.68, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:23:15.430124,IKNX, -1, -1, 3.3101, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:23:20.042652,ILF, -1, -1, 22.33, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:23:24.624152,ILMN, -1, -1, 372.12, 324.0, -48.12, 151.0, -152.12, -3, -2, 8, 0, 67.0
0,2020-07-08 00:23:29.223625,ILPT, -1, -1, 20.41, 21.83, 1.42, 10.5, -3.91, 7, 7, 2, 0, 89.0
0,2020-07-08 00:23:34.265000,ILTB, -1, -1, 76.32, 24.25, -52.07, 10.0, -57.32, 0, 0, 2, 0, 89.0
0,2020-07-08 00:23:39.353013,IMAB, -1, -1, 29.45, 17.34, -12.11, 2.09, -13.45, 1, 1, 3, 0, 89.0
0,2020-07-08 00:23:44.401949,IMAC, -1, -1, 1.26, 4.5, 3.24, 0.0, 3.24, 0, 0, 0, 2, 0.0
0,2020-07-08 00:23:49.601258,IMACW, -1, -1, 0.364, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:23:54.350717,IMAX, -1, -1, 11.17, 17.55, 6.38, 9.5, 0.83, 3, 1, 6, 0, 80.0
0,2020-07-08 00:23:59.625037,IMBI, -1, -1, 3.51, 3.67, 0.16, 1.0, -0.51, 0, 0, 2, 0, 89.0
0,2020-07-08 00:24:04.949807,IMGN, -1, -1, 4.82, 7.04, 2.22, 8.0, -0.82, 0, 0, 6, 0, 67.0
0,2020-07-08 00:24:10.235585,IMH, -1, -1, 1.55, 14.0, 12.45, 0.0, 12.45, 0, 0, 1, 0, 80.0
0,2020-07-08 00:24:15.430373,IMKTA, 0.0, 0, 41.46, -1, -1, -1.0, -1.0, 0, 0, 3, 0, 89.0
0,2020-07-08 00:24:20.710252,IMLP, -1, -1, 8.7632, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:24:26.008952,IMMP, -1, -1, 1.05, 3.43, 2.38, 2.94, 0.91, -1, -1, 2, 0, 86.0
0,2020-07-08 00:24:30.872906,IMMR, 1.0, 0, 5.89, 11.0, 5.11, 4.0, 3.11, 2, 2, 4, 0, 82.0
0,2020-07-08 00:24:35.696863,IMMU, 2.0207, 1, 41.16, 34.9, -6.26, 55.0, -36.16, -6, -6, 4, 0, 89.0
0,2020-07-08 00:24:40.507091,IMO, 1.0, 0, 15.87, 32.51, 16.64, 6.93, 12.62, 0, 0, 0, 1, 7.000000000000001
0,2020-07-08 00:24:45.374688,IMOM, -1, -1, 26.8633, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:24:50.636580,IMOS, -1, -1, 22.4, 20.0, -2.4, 0.0, -2.4, 0, 0, 2, 0, 86.0
0,2020-07-08 00:24:55.412595,IMRA, -1, -1, 25.8, 30.0, 4.2, 10.0, -0.8, None, None, -1, -1, -1
0,2020-07-08 00:25:00.702497,IMRN, -1, -1, 7.24, 5.87, -1.37, 0.0, -1.37, 0, 0, 2, 0, 86.0
0,2020-07-08 00:25:05.993894,IMRNW, -1, -1, 1.26, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:25:11.258419,IMTB, -1, -1, 52.45, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:25:16.571079,IMTE, -1, -1, 3.82, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:25:21.822497,IMTM, -1, -1, 32.01, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:25:26.986982,IMUX, 1.0, 1, 13.37, 42.0, 28.63, 4.0, 26.63, 0, 0, 3, 0, 88.0
0,2020-07-08 00:25:31.807480,IMV, -1, -1, 3.04, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:25:36.666740,IMVT, -1, -1, 25.58, 26.5, 0.92, 6.0, -1.58, 1, 1, 4, 0, 92.0
0,2020-07-08 00:25:41.902986,IMXI, -1, -1, 12.4, 11.5, -0.9, 7.0, -3.4, -1, -2, 2, 0, 88.0
0,2020-07-08 00:25:47.250174,INBK, -1, -1, 15.18, 21.8, 6.62, 14.0, 0.82, 1, 1, 3, 0, 91.0
0,2020-07-08 00:25:51.961964,INBKL, -1, -1, 23.35, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:25:57.154169,INBKZ, -1, -1, 22.35, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:26:01.877388,INCO, -1, -1, 39.53, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:26:06.640026,INCY, -1, -1, 108.65, 95.33, -13.32, 48.0, -34.65, 7, 8, 7, 0, 81.0
0,2020-07-08 00:26:11.322539,INDA, -1, -1, 30.83, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:26:16.550858,INDB, 1.0, 0, 62.37, 75.75, 13.38, 16.0, 6.63, -8, -8, 0, 3, 0.0
0,2020-07-08 00:26:21.287483,INDL, -1, -1, 24.44, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:26:42.491281,INDO, 0.0, 0, 4.25, 10.0, 5.75, 0.0, 5.75, 0, 0, 2, 0, 86.0
0,2020-07-08 00:26:47.737285,INDS, -1, -1, 32.2729, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:26:53.232664,INDY, -1, -1, 32.61, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:26:58.421519,INFI, -1, -1, 0.8683, 2.88, 2.01, 2.0, 0.63, -2, -2, 3, 0, 60.0
0,2020-07-08 00:27:03.170930,INFN, -1, -1, 6.01, 8.0, 1.99, 8.5, -2.51, 2, 2, 4, 0, 59.0
0,2020-07-08 00:27:07.964881,INFO, 0.5, 1, 76.26, 69.67, -6.59, 33.0, -19.26, -4, -4, 5, 0, 52.0
0,2020-07-08 00:27:13.229551,INFR, -1, -1, 27.54, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:27:18.744581,INFU, -1, -1, 10.77, 6.0, -4.77, 0.0, -4.77, None, None, -1, -1, -1
0,2020-07-08 00:27:23.518676,INFY, -1, -1, 10.24, 9.61, -0.63, 2.1, -1.74, -1, -1, 3, 1, 33.0
0,2020-07-08 00:27:28.899461,ING, 1.0, 0, 7.24, 8.8, 1.56, 0.0, 1.56, 0, 0, 2, 0, 80.0
0,2020-07-08 00:27:34.152741,INGN, 0.8333, 1, 36.57, 65.0, 28.43, 33.0, 10.43, 2, 2, 5, 0, 75.0
0,2020-07-08 00:27:39.497322,INGR, -1, -1, 82.67, 95.4, 12.73, 31.0, -8.67, 2, 1, 5, 0, 64.0
0,2020-07-08 00:27:44.767341,INKM, -1, -1, 30.4765, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 00:27:50.029277,INMB, -1, -1, 4.92, 14.0, 9.08, 8.0, 6.08, 0, 0, 2, 0, 89.0
0,2020-07-08 00:27:54.760065,INMD, 0.0, 0, 28.54, 42.5, 13.96, 14.0, 7.46, 0, 0, 4, 0, 90.0
