symbol, buzz, bullish%, current_price, target_mean, target_diff_from_cur, target_diff_hilow, possible_downside, 30dayPositiveChange, 60dayPositiveChange, CurrentStrongBuy, CurrentStrongSell, CurrentPercentPositive
0,2020-07-07 21:39:57.938980,EDN, 1.0, 0, 4.24, 6.41, 2.17, 3.33, 0.76, 5, 5, 1, 0, 75.0
0,2020-07-07 21:40:03.059383,EDNT, -1, -1, 2.91, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:40:07.709396,EDOG, -1, -1, 18.5829, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:40:12.766480,EDOW, -1, -1, 23.27, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:40:18.329269,EDRY, -1, -1, 3.7, 9.47, 5.77, 3.94, 3.8, -1, -1, 2, 0, 86.0
0,2020-07-07 21:40:23.415478,EDSA, -1, -1, 4.97, 10.0, 5.03, 0.0, 5.03, None, None, -1, -1, -1
0,2020-07-07 21:40:28.591353,EDU, 0.0, 0, 137.64, 143.23, 5.59, 80.67, -35.64, -6, -5, 9, 0, 90.0
0,2020-07-07 21:40:33.784934,EDUC, -1, -1, 9.56, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:40:38.932501,EDV, -1, -1, 167.29, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:40:44.594684,EDZ, -1, -1, 21.5, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:40:49.790687,EE, -1, -1, 66.67, 60.25, -6.42, 12.5, -12.67, 8, 8, 4, 0, 62.0
0,2020-07-07 21:40:55.499174,EEA, -1, -1, 8.6, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:41:01.167691,EEFT, 0.8, 0, 93.63, 122.13, 28.5, 50.0, 6.37, -2, -2, 4, 0, 92.0
0,2020-07-07 21:41:06.261629,EEH, -1, -1, 23.634, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:41:11.378093,EELV, -1, -1, 20.26, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:41:16.587413,EEM, -1, -1, 42.42, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:41:21.706815,EEMA, -1, -1, 71.4, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:41:26.827181,EEMD, -1, -1, 18.7447, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:41:31.895908,EEMO, -1, -1, 14.7661, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:41:37.004597,EEMS, -1, -1, 41.2, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:41:42.115561,EEMV, -1, -1, 54.57, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:41:47.161788,EEMX, -1, -1, 63.1498, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:41:52.226202,EES, -1, -1, 27.685, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:41:57.287196,EET, -1, -1, 64.56, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:42:02.367899,EEV, -1, -1, 28.77, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:42:07.646136,EEX, -1, -1, 2.56, 4.71, 2.15, 6.22, 0.22, 8, 8, 3, 0, 67.0
0,2020-07-07 21:42:13.215868,EFA, -1, -1, 61.86, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:42:18.354622,EFAD, -1, -1, 37.45, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:42:23.417320,EFAS, -1, -1, 12.34, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:42:28.489097,EFAV, -1, -1, 66.61, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:42:33.566995,EFAX, -1, -1, 65.68, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:42:38.973133,EFC, 1.0, 0, 11.06, 13.96, 2.9, 9.0, -0.06, -1, -1, 1, 0, 70.0
0,2020-07-07 21:42:44.023723,EFC-A, -1, -1, None, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:42:49.796720,EFF, -1, -1, 13.84, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:42:54.928914,EFG, -1, -1, 84.76, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:43:00.153703,EFL, -1, -1, 8.38, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:43:05.210401,EFNL, -1, -1, 35.8801, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:43:10.292581,EFO, -1, -1, 31.57, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:43:15.506458,EFOI, 1.0, 0, 5.95, 2.75, -3.2, 0.0, -3.2, 0, 0, 2, 0, 55.00000000000001
0,2020-07-07 21:43:20.545010,EFR, -1, -1, 11.24, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:43:25.570518,EFSC, -1, -1, 28.45, 34.0, 5.55, 12.0, -0.45, -2, -2, 2, 0, 64.0
0,2020-07-07 21:43:30.637805,EFT, -1, -1, 11.32, -1, -1, -1.0, -1.0, 0, 0, 0, 1, 0.0
0,2020-07-07 21:43:35.742819,EFU, -1, -1, 19.32, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:43:40.904206,EFV, -1, -1, 40.45, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:43:46.606709,EFX, 1.0, 0, 168.7, 141.19, -27.51, 58.0, -58.7, -1, -1, 4, 0, 65.0
0,2020-07-07 21:43:51.646762,EFZ, -1, -1, 24.72, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:43:56.698930,EGAN, -1, -1, 11.04, 11.75, 0.71, 5.0, -1.04, -4, -4, 2, 0, 75.0
0,2020-07-07 21:44:01.765811,EGBN, 0.0, 0, 29.95, 37.25, 7.3, 8.75, 4.3, 2, 2, 3, 0, 67.0
0,2020-07-07 21:44:06.888716,EGF, -1, -1, 13.17, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:44:11.958165,EGHT, -1, -1, 15.97, 22.6, 6.63, 16.0, -2.97, -3, -3, 5, 0, 65.0
0,2020-07-07 21:44:17.003975,EGIF, -1, -1, 12.72, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:44:22.088502,EGLE, -1, -1, 2.12, 4.62, 2.5, 4.5, -0.12, -3, -4, 3, 0, 75.0
0,2020-07-07 21:44:27.152065,EGO, 0.0, 0, 10.4, 1.83, -8.57, 3.15, -9.22, -1, -2, 1, 0, 47.0
0,2020-07-07 21:44:32.292926,EGOV, 0.5, 0, 22.325, 27.0, 4.68, 6.0, 1.68, -2, 0, 2, 0, 43.0
0,2020-07-07 21:44:37.965099,EGP, -1, -1, 117.63, 115.75, -1.88, 42.0, -19.63, -4, -4, 1, 1, 10.0
0,2020-07-07 21:44:42.983233,EGPT, -1, -1, 24.64, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:44:47.599612,EGRX, -1, -1, 46.86, 50.67, 3.81, 13.0, -0.86, 1, 1, 3, 0, 80.0
0,2020-07-07 21:44:52.664778,EGY, -1, -1, 1.16, 1.68, 0.52, 0.0, 0.52, -4, -4, 0, 1, 0.0
0,2020-07-07 21:44:57.891118,EH, -1, -1, 12.14, 14.7, 2.56, 1.4, 1.86, 0, 0, 3, 0, 90.0
0,2020-07-07 21:45:03.030355,EHC, 0.6666, 0, 62.06, 86.0, 23.94, 40.0, -2.06, 0, 0, 6, 0, 85.0
0,2020-07-07 21:45:07.593120,EHI, -1, -1, 9.45, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:45:12.880718,EHT, -1, -1, 9.49, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:45:18.030109,EHTH, -1, -1, 106.24, 177.27, 71.03, 100.0, 43.76, -7, -7, 2, 0, 73.0
0,2020-07-07 21:45:23.086584,EIC, -1, -1, 12.75, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:45:27.748525,EIDO, -1, -1, 18.92, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:45:32.932873,EIDX, 1.0, 0, 49.74, 59.25, 9.51, 35.0, -4.74, -5, -5, 2, 0, 78.0
0,2020-07-07 21:45:37.794887,EIG, -1, -1, 29.12, 50.0, 20.88, 0.0, 20.88, -4, -4, 0, 2, 9.0
0,2020-07-07 21:45:43.140077,EIGI, -1, -1, 3.995, 5.0, 1.0, 6.0, -2.0, 1, 1, 1, 3, 17.0
0,2020-07-07 21:45:48.629614,EIGR, -1, -1, 9.49, 34.5, 25.01, 34.0, 12.51, 0, 0, 6, 0, 92.0
0,2020-07-07 21:45:53.338646,EIM, -1, -1, 12.88, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:45:58.520005,EINC, -1, -1, 38.28, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:46:03.599038,EIRL, -1, -1, 38.4653, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:46:08.649651,EIS, -1, -1, 53.1045, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:46:13.856441,EIX, 0.2857, 1, 54.48, 70.83, 16.35, 28.0, 4.52, 0, 0, 5, 0, 57.99999999999999
0,2020-07-07 21:46:18.520609,EJAN, -1, -1, 26.62, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:46:23.598224,EJUL, -1, -1, 24.99, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:46:28.222322,EKAR, -1, -1, 23.4842, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:46:32.830564,EKSO, -1, -1, 7.22, 16.5, 9.28, 3.0, 7.78, -2, -2, 2, 0, 86.0
0,2020-07-07 21:46:38.088968,EL, 0.5714, 1, 189.12, 174.6, -14.52, 114.0, -63.12, 6, 5, 10, 0, 81.0
0,2020-07-07 21:46:42.722141,ELA, -1, -1, 5.38, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:46:48.039312,ELAN, 0.6666, 0, 21.55, 31.5, 9.95, 14.0, 2.45, -4, -3, 3, 0, 59.0
0,2020-07-07 21:46:52.683938,ELAT, -1, -1, 38.91, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:46:57.813284,ELC, -1, -1, 25.34, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:47:02.927874,ELD, -1, -1, 32.22, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:47:08.036280,ELF, 0.0, 0, 19.74, 15.88, -3.86, 10.0, -7.74, -1, -1, 5, 0, 62.0
0,2020-07-07 21:47:13.158392,ELGX, 1.4731, 0, 0.3101, 4.25, 3.94, 5.0, 1.69, 5, 5, 3, 0, 38.0
0,2020-07-07 21:47:18.294623,ELJ, -1, -1, 25.75, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:47:23.124744,ELLO, -1, -1, 20.0, 11.3, -8.7, 0.0, -8.7, None, None, -1, -1, -1
0,2020-07-07 21:47:27.940111,ELMD, -1, -1, 15.3, 15.0, -0.3, 0.0, -0.3, 0, 0, 3, 0, 86.0
0,2020-07-07 21:47:32.787839,ELOX, -1, -1, 2.86, 10.8, 7.94, 14.0, 0.14, -3, -3, 2, 0, 86.0
0,2020-07-07 21:47:37.853216,ELP, -1, -1, 11.45, 12.0, 0.55, 2.0, -0.45, 4, 4, 1, 0, 67.0
0,2020-07-07 21:47:42.478988,ELS, -1, -1, 63.17, 68.0, 4.83, 9.0, 1.83, 0, 0, 3, 0, 45.0
0,2020-07-07 21:47:47.558450,ELSE, -1, -1, 3.6, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:47:52.692653,ELTK, -1, -1, 4.42, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:47:57.993727,ELU, -1, -1, 25.16, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:48:03.280062,ELVT, -1, -1, 1.52, 4.31, 2.79, 5.0, -0.52, 3, 3, 6, 0, 79.0
0,2020-07-07 21:48:08.256061,ELY, -1, -1, 16.97, 16.45, -0.52, 10.0, -6.97, -2, -2, 3, 0, 69.0
0,2020-07-07 21:48:13.563396,EMAG, -1, -1, 20.48, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:48:18.924918,EMAN, -1, -1, 0.7896, 1.25, 0.46, 1.5, -0.29, 1, 1, 2, 0, 78.0
0,2020-07-07 21:48:24.368199,EMB, -1, -1, 109.78, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:48:29.550341,EMBD, -1, -1, 26.045, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:48:34.974601,EMBH, -1, -1, 21.9151, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:48:39.748900,EMCB, -1, -1, 72.86, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:48:45.024992,EMCF, -1, -1, 23.44, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:48:50.264502,EMD, -1, -1, 12.53, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:48:55.578056,EMDV, -1, -1, 50.69, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:49:00.801324,EME, -1, -1, 62.68, 67.25, 4.57, 19.0, -2.68, 0, 0, 4, 0, 67.0
0,2020-07-07 21:49:06.205948,EMF, -1, -1, 14.38, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:49:11.415164,EMFM, -1, -1, 16.6, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:49:16.174478,EMGF, -1, -1, 41.75, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:49:20.887114,EMHY, -1, -1, 43.28, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:49:25.765092,EMIF, -1, -1, 22.7, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:49:31.130599,EMKR, -1, -1, 3.01, 5.1, 2.09, 1.3, 1.49, 0, 0, 3, 0, 80.0
0,2020-07-07 21:49:35.861334,EML, -1, -1, 16.82, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:49:41.099359,EMLC, -1, -1, 30.78, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:49:46.908168,EMLP, -1, -1, 19.68, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:49:52.100974,EMMF, -1, -1, 21.3586, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:49:57.339553,EMN, -1, -1, 71.3, 64.22, -7.08, 33.0, -23.3, -1, 0, 3, 0, 64.0
0,2020-07-07 21:50:02.631062,EMNT, -1, -1, 100.61, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:50:07.821371,EMO, -1, -1, 2.29, 20.0, 17.71, 0.0, 17.71, None, None, -1, -1, -1
0,2020-07-07 21:50:13.057961,EMP, -1, -1, 25.37, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:50:17.812856,EMQQ, -1, -1, 49.47, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:50:22.663356,EMR, -1, -1, 60.82, 57.37, -3.45, 28.0, -18.82, -3, -4, 5, 1, 36.0
0,2020-07-07 21:50:28.007255,EMSG, -1, -1, 26.5948, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:50:33.237904,EMSH, -1, -1, 72.3679, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:50:38.469948,EMTL, -1, -1, 49.0342, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:50:43.651399,EMTY, -1, -1, 31.99, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:50:48.652773,EMX, -1, -1, 2.38, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:50:53.960072,EMXC, -1, -1, 44.35, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:50:58.862160,ENB, -1, -1, 29.94, 41.66, 11.72, 17.92, 1.22, -1, 0, 2, 0, 60.0
0,2020-07-07 21:51:04.223228,ENBA, -1, -1, 24.49, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:51:09.902980,ENBL, -1, -1, 4.71, 6.33, 1.62, 12.0, -2.71, 0, -1, 3, 0, 50.0
0,2020-07-07 21:51:15.173669,ENDP, 0.9892, 0, 3.62, 5.6, 1.98, 6.0, -0.62, 9, 9, 2, 0, 41.0
0,2020-07-07 21:51:20.397210,ENFR, -1, -1, 13.6387, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:51:25.119478,ENG, -1, -1, 1.06, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:51:30.424332,ENIA, -1, -1, 8.23, 10.17, 1.94, 5.23, -1.53, 1, 1, 2, 0, 73.0
0,2020-07-07 21:51:35.782569,ENIC, -1, -1, 4.2, 4228.18, 4223.98, 1917.17, 3079.93, 1, 1, 3, 0, 73.0
0,2020-07-07 21:51:41.132480,ENJ, -1, -1, 25.3, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:51:46.587539,ENLC, -1, -1, 2.53, 3.07, 0.54, 6.0, -1.53, 6, -1, 3, 0, 38.0
0,2020-07-07 21:51:51.862029,ENLV, -1, -1, 5.34, 22.0, 16.66, 0.0, 16.66, 0, 0, 2, 0, 86.0
0,2020-07-07 21:51:57.148270,ENO, -1, -1, 26.05, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:52:01.988497,ENOB, -1, -1, 4.03, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:52:07.516752,ENOR, -1, -1, 19.2, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:52:12.685857,ENPH, 0.6966, 0, 50.64, 47.0, -3.64, 43.0, -17.64, -5, -5, 3, 0, 62.0
0,2020-07-07 21:52:17.995458,ENR, -1, -1, 47.53, 46.42, -1.11, 33.0, -13.53, -4, -4, 3, 0, 64.0
0,2020-07-07 21:52:22.738245,ENR-A, -1, -1, None, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:52:28.452975,ENS, -1, -1, 61.64, 74.33, 12.69, 38.0, -6.64, -1, -1, 3, 0, 62.0
0,2020-07-07 21:52:33.695931,ENSG, -1, -1, 41.33, 48.0, 6.67, 20.0, -1.33, 2, 2, 4, 0, 77.0
0,2020-07-07 21:52:39.060041,ENSV, -1, -1, 0.1601, 0.28, 0.12, 0.05, 0.09, -1, -1, 2, 0, 86.0
0,2020-07-07 21:52:44.346304,ENT, -1, -1, 3.74, 12.5, 8.76, 0.0, 8.76, 4, 4, 1, 1, 56.00000000000001
0,2020-07-07 21:52:49.494925,ENTA, -1, -1, 50.46, 83.8, 33.34, 81.0, -1.46, 0, 1, 2, 0, 80.0
0,2020-07-07 21:52:54.841510,ENTG, -1, -1, 59.78, 57.22, -2.56, 15.0, -11.78, -1, -1, 4, 0, 73.0
0,2020-07-07 21:53:00.081825,ENTR, -1, -1, 22.1184, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:53:05.011961,ENTX, -1, -1, 1.9, 12.8, 10.9, 9.6, 6.1, 0, 0, 2, 0, 86.0
0,2020-07-07 21:53:10.296466,ENTXW, -1, -1, 0.44, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:53:15.058488,ENV, -1, -1, 74.83, 71.44, -3.39, 27.0, -15.83, -1, -3, 5, 0, 64.0
0,2020-07-07 21:53:20.511412,ENVA, -1, -1, 13.96, 25.5, 11.54, 15.0, 4.04, 0, 0, 5, 0, 91.0
0,2020-07-07 21:53:25.839003,ENX, -1, -1, 12.0, 68.24, 56.24, 0.0, 56.24, 0, 0, 0, 1, 0.0
0,2020-07-07 21:53:30.987236,ENZ, -1, -1, 2.48, 5.5, 3.02, 0.0, 3.02, 0, 0, 1, 0, 80.0
0,2020-07-07 21:53:36.098007,ENZL, -1, -1, 57.94, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:53:41.231374,EOD, -1, -1, 4.37, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:53:46.534972,EOG, 0.3636, 1, 48.11, 56.23, 8.12, 39.0, -7.11, -3, -9, 11, 0, 62.0
0,2020-07-07 21:53:51.140395,EOI, -1, -1, 14.33, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:53:56.196776,EOLS, 2.3094, 0, 3.86, 18.11, 14.25, 30.0, 1.14, -3, -3, 2, 0, 90.0
0,2020-07-07 21:54:01.241513,EOS, -1, -1, 17.83, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:54:06.560467,EOT, -1, -1, 19.67, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:54:12.105087,EP-C, -1, -1, 0.0, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:54:17.182237,EPAC, -1, -1, 17.74, 19.0, 1.26, 5.0, -0.74, 0, 0, 0, 2, 0.0
0,2020-07-07 21:54:21.827332,EPAM, -1, -1, 252.25, 227.23, -25.02, 86.0, -71.25, 6, 5, 8, 0, 85.0
0,2020-07-07 21:54:27.068170,EPAY, -1, -1, 47.665, 51.19, 3.52, 33.0, -12.66, -1, -1, 4, 0, 71.0
0,2020-07-07 21:54:32.200466,EPC, -1, -1, 31.86, 36.64, 4.78, 29.0, -4.86, 0, 1, 2, 0, 39.0
0,2020-07-07 21:54:37.242116,EPD, 1.0, 0, 17.62, 23.95, 6.33, 13.0, 0.38, -3, -4, 12, 0, 89.0
0,2020-07-07 21:54:42.258121,EPHE, -1, -1, 27.64, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:54:47.293458,EPI, -1, -1, 21.18, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:54:51.904281,EPIX, -1, -1, 6.1, -1, -1, -1.0, -1.0, 0, -1, 3, 0, 82.0
0,2020-07-07 21:54:57.063227,EPM, -1, -1, 2.68, 5.5, 2.82, 4.0, 0.82, 1, 0, 1, 0, 62.0
0,2020-07-07 21:55:02.146413,EPOL, -1, -1, 16.88, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:55:06.817533,EPP, -1, -1, 40.79, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:55:12.065739,EPR, -1, -1, 31.31, 31.36, 0.05, 29.0, -15.31, 0, 0, 4, 0, 56.99999999999999
0,2020-07-07 21:55:17.329367,EPR-C, -1, -1, 0.0, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:55:23.666528,EPR-E, -1, -1, 0.0, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:55:28.902270,EPR-G, -1, -1, 0.0, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:55:34.108675,EPRF, -1, -1, 23.46, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:55:39.187043,EPRT, 1.0, 0, 15.04, 17.45, 2.41, 17.0, -5.04, -3, -2, 3, 0, 71.0
0,2020-07-07 21:55:44.310394,EPS, -1, -1, 33.4353, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:55:49.683943,EPSN, 1.0, 0, 3.03, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:55:55.870969,EPU, -1, -1, 28.76, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:56:00.960061,EPV, -1, -1, 24.4285, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:56:06.109776,EPZM, -1, -1, 16.13, 29.22, 13.09, 20.0, -0.13, 1, 2, 7, 0, 88.0
0,2020-07-07 21:56:10.783126,EQ, -1, -1, -1, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:56:15.371614,EQAL, -1, -1, -1, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:56:20.554565,EQBK, -1, -1, 15.42, 22.25, 6.83, 2.0, 5.58, -1, -1, 2, 0, 78.0
0,2020-07-07 21:56:25.608723,EQC, -1, -1, 31.88, 35.0, 3.12, 8.0, 0.12, 1, 1, 2, 0, 62.0
0,2020-07-07 21:56:30.848546,EQC-D, -1, -1, 0.0, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:56:35.922111,EQH, -1, -1, 18.89, 23.0, 4.11, 11.0, -1.89, -1, -1, 2, 0, 67.0
0,2020-07-07 21:56:40.987115,EQH-A, -1, -1, None, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:56:46.122772,EQIX, 1.4142, 1, 721.07, 683.58, -37.49, 243.0, -189.07, -1, -2, 9, 0, 84.0
0,2020-07-07 21:56:51.172001,EQL, -1, -1, 73.4204, 487.0, 413.58, 125.0, 361.58, -2, -2, 8, 0, 83.0
0,2020-07-07 21:56:56.246224,EQNR, 1.0, 0, 14.54, 17.09, 2.55, 8.48, -2.65, 0, 0, 3, 0, 75.0
0,2020-07-07 21:57:01.358371,EQR, -1, -1, 57.59, 70.47, 12.88, 33.0, -1.59, -3, 1, 2, 2, 12.0
0,2020-07-07 21:57:06.425750,EQRR, -1, -1, 29.41, 26.33, -3.08, 6.0, -6.41, -6, None, 0, 2, 0.0
0,2020-07-07 21:57:11.476593,EQS, -1, -1, 1.26, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:57:16.564767,EQT, -1, -1, 14.07, 14.28, 0.21, 12.0, -6.07, 0, -1, 6, 0, 64.0
0,2020-07-07 21:57:21.613591,EQWL, -1, -1, 56.705, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:57:26.746818,EQX, -1, -1, 11.35, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:57:31.794888,ERC, -1, -1, 11.16, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:57:37.005133,ERF, 0.0, 0, 2.35, 13.74, 11.39, 6.31, 8.68, 2, 2, 2, 0, 95.0
0,2020-07-07 21:57:42.081900,ERH, -1, -1, 13.41, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-07 21:57:47.146173,ERI, 0.4444, 1, 38.03, 43.91, 5.88, 57.0, -20.03, -4, -4, 1, 0, 78.0
